class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm
ClassC,PartyScene,41,30,16,35.6,64.7,24.6,36.2,95.1,1,0,1,0,9,309,5,8,33.3,0.205,0,5,0
ClassC,PartyScene,58,30,16,38.6,51.6,30.8,44.9,75.0,1,0,1,0,16,59,1,3,29.0,0.178,0,1,0
ClassC,PartyScene,74,30,16,94.0,97.3,90.8,93.3,100.0,1,1,0,0,0,19,1,2,92.9,0.147,0,1,0
ClassC,PartyScene,77,30,16,97.6,95.2,100.0,100.0,95.2,1,1,0,0,25,0,0,0,95.0,0.114,0,0,0
ClassC,PartyScene,all,30,16,77.7,86.2,70.7,79.3,96.6,7,4,3,0,60,443,10,18,76.0,0.135,2,8,0
ClassC,PartyScene,0,30,32,82.1,86.0,78.5,90.8,99.6,3,2,1,0,3,70,3,6,90.0,0.125,1,2,0
ClassC,PartyScene,41,30,32,34.1,65.1,23.1,35.5,100.0,1,0,1,0,0,312,7,8,34.1,0.203,0,7,0
ClassC,PartyScene,58,30,32,36.7,50.0,29.0,46.7,80.6,1,0,1,0,12,57,1,3,34.6,0.189,0,1,0
ClassC,PartyScene,74,30,32,93.1,95.2,91.2,95.8,100.0,1,1,0,0,0,12,1,1,95.4,0.149,0,1,0
ClassC,PartyScene,77,30,32,98.3,96.7,100.0,100.0,96.7,1,1,0,0,17,0,0,0,96.6,0.116,0,0,0
ClassC,PartyScene,all,30,32,77.9,87.2,70.4,79.1,98.0,7,4,3,0,35,446,13,20,76.9,0.137,3,10,0
ClassC,PartyScene,0,30,64,82.4,86.0,79.1,91.6,99.6,3,2,1,0,3,64,3,5,90.8,0.127,1,2,0
ClassC,PartyScene,41,30,64,39.0,72.5,26.7,36.8,100.0,1,0,1,0,0,306,5,6,35.7,0.200,0,5,0
ClassC,PartyScene,58,30,64,40.0,51.5,32.7,50.5,79.4,1,0,1,0,14,53,1,2,36.4,0.195,0,1,0
ClassC,PartyScene,74,30,64,94.5,98.5,90.8,92.2,100.0,1,1,0,0,0,22,1,1,91.9,0.145,0,1,0
ClassC,PartyScene,77,30,64,96.6,93.5,100.0,100.0,93.5,1,1,0,0,35,0,0,0,93.0,0.114,0,0,0
ClassC,PartyScene,all,30,64,78.6,87.2,71.6,79.5,96.9,7,4,3,0,54,437,12,18,76.5,0.137,3,9,0
ClassC,PartyScene,0,34,16,80.4,81.9,79.0,91.3,94.7,3,2,1,0,39,66,4,4,85.7,0.129,1,3,0
ClassC,PartyScene,41,34,16,23.2,44.2,15.7,31.2,87.8,1,0,1,0,21,333,6,6,25.6,0.203,0,6,0
ClassC,PartyScene,58,34,16,36.7,50.0,29.0,47.7,82.3,1,0,1,0,11,56,1,2,36.4,0.180,0,1,0
ClassC,PartyScene,74,34,16,94.7,98.8,90.8,91.9,100.0,1,1,0,0,0,23,2,2,91.2,0.151,0,2,0
ClassC,PartyScene,77,34,16,99.0,98.0,100.0,100.0,98.0,1,1,0,0,10,0,0,0,98.0,0.115,0,0,0
ClassC,PartyScene,all,34,16,75.5,83.6,68.9,78.1,94.8,7,4,3,0,92,468,14,17,73.1,0.137,3,11,0
ClassC,PartyScene,0,34,32,81.8,84.6,79.1,92.0,98.3,3,2,1,0,12,61,3,4,90.0,0.129,1,2,0
ClassC,PartyScene,41,34,32,30.3,58.2,20.5,32.6,92.9,1,0,1,0,12,326,4,7,29.3,0.197,0,4,0
ClassC,PartyScene,58,34,32,41.0,61.1,30.8,44.9,88.9,1,0,1,0,6,59,2,4,37.4,0.189,0,2,0
ClassC,PartyScene,74,34,32,94.1,97.7,90.8,92.9,100.0,1,1,0,0,0,20,1,1,92.6,0.151,0,1,0
ClassC,PartyScene,77,34,32,99.0,98.0,100.0,100.0,98.0,1,1,0,0,10,0,0,0,98.0,0.112,0,0,0
ClassC,PartyScene,all,34,32,77.2,86.1,69.9,78.7,96.8,7,4,3,0,55,456,11,17,75.6,0.137,3,8,0
ClassC,PartyScene,0,34,64,81.7,84.7,79.0,92.3,98.9,3,2,1,0,8,59,3,3,90.8,0.130,0,3,0
ClassC,PartyScene,41,34,64,24.6,44.8,16.9,32.6,86.3,1,0,1,0,25,326,6,8,26.2,0.191,0,6,0
ClassC,PartyScene,58,34,64,36.8,53.6,28.0,43.9,83.9,1,0,1,0,9,60,2,5,33.6,0.195,0,2,0
ClassC,PartyScene,74,34,64,93.6,97.3,90.1,92.6,100.0,1,1,0,0,0,21,1,2,92.2,0.150,0,1,0
ClassC,PartyScene,77,34,64,97.7,95.4,100.0,100.0,95.4,1,1,0,0,24,0,0,0,95.2,0.114,0,0,0
ClassC,PartyScene,all,34,64,75.5,83.6,68.9,78.5,95.2,7,4,3,0,84,459,12,18,74.0,0.137,2,10,0
ClassC,PartyScene,0,38,16,77.2,78.5,76.0,88.7,91.6,3,1,2,0,62,86,5,6,79.9,0.125,1,5,1
ClassC,PartyScene,41,38,16,5.1,14.2,3.1,8.7,39.6,1,0,0,1,64,442,3,3,-5.2,0.186,0,3,0
ClassC,PartyScene,58,38,16,39.0,63.8,28.0,41.1,93.6,1,0,1,0,3,63,2,2,36.4,0.189,0,2,0
ClassC,PartyScene,74,38,16,92.8,94.8,90.8,95.8,100.0,1,1,0,0,0,12,1,1,95.4,0.150,0,1,0
ClassC,PartyScene,77,38,16,99.4,98.8,100.0,100.0,98.8,1,1,0,0,6,0,0,0,98.8,0.111,0,0,0
ClassC,PartyScene,all,38,16,72.3,82.0,64.7,72.1,91.4,7,3,3,1,145,596,11,12,64.8,0.129,2,10,1
ClassC,PartyScene,0,38,32,78.0,79.6,76.4,88.7,92.5,3,1,2,0,55,86,4,7,81.0,0.124,0,4,0
ClassC,PartyScene,41,38,32,5.5,12.7,3.5,11.8,42.5,1,0,0,1,77,427,5,6,-5.2,0.155,0,5,0
ClassC,PartyScene,58,38,32,38.7,62.5,28.0,42.1,93.8,1,0,1,0,3,62,2,4,37.4,0.182,0,2,0
ClassC,PartyScene,74,38,32,93.2,97.3,89.4,91.9,100.0,1,1,0,0,0,23,1,2,91.5,0.143,0,1,0
ClassC,PartyScene,77,38,32,99.1,99.2,99.0,99.0,99.2,1,1,0,0,4,5,0,1,98.2,0.107,0,0,0
ClassC,PartyScene,all,38,32,72.2,82.0,64.5,71.9,91.4,7,3,3,1,144,601,12,20,64.6,0.125,0,12,0
ClassC,PartyScene,0,38,64,80.3,83.5,77.3,88.5,95.6,3,1,2,0,31,88,3,7,84.0,0.130,0,3,0
ClassC,PartyScene,41,38,64,6.8,19.6,4.1,11.6,54.9,1,0,0,1,46,428,6,7,0.8,0.191,0,6,0
ClassC,PartyScene,58,38,64,39.0,56.1,29.9,47.7,89.5,1,0,1,0,6,56,2,3,40.2,0.212,0,2,0
ClassC,PartyScene,74,38,64,92.2,97.3,87.6,90.1,100.0,1,1,0,0,0,28,1,2,89.8,0.142,0,1,0
ClassC,PartyScene,77,38,64,98.0,97.1,99.0,99.0,97.1,1,1,0,0,15,5,0,1,96.0,0.107,0,0,0
ClassC,PartyScene,all,38,64,73.3,84.2,64.9,72.0,93.4,7,3,3,1,109,599,12,19,66.3,0.129,2,10,0
ClassC,RaceHorsesC,0,18,16,78.2,89.5,69.3,76.8,99.3,7,3,3,1,4,176,6,10,75.5,0.142,0,6,0
ClassC,RaceHorsesC,17,18,16,56.2,69.0,47.0,62.7,93.1,6,1,5,0,40,323,14,26,56.5,0.152,2,11,0
ClassC,RaceHorsesC,all,18,16,66.8,79.2,57.4,69.3,96.2,13,4,8,1,44,499,21,36,65.3,0.146,2,18,0
ClassC,RaceHorsesC,0,18,32,76.4,88.3,67.2,75.1,98.8,7,3,3,1,7,189,6,13,73.4,0.143,0,6,0
ClassC,RaceHorsesC,17,18,32,54.4,67.7,45.0,61.4,93.5,6,1,5,0,37,334,14,26,55.5,0.148,1,13,0
ClassC,RaceHorsesC,all,18,32,64.8,77.7,55.4,68.0,96.2,13,4,8,1,44,520,21,40,64.0,0.146,2,19,0
ClassC,RaceHorsesC,0,18,64,76.9,88.4,68.0,75.7,98.5,7,3,3,1,9,185,6,13,73.7,0.143,0,6,0
ClassC,RaceHorsesC,17,18,64,54.5,66.7,45.7,63.7,94.0,6,1,5,0,35,314,13,22,58.2,0.148,1,12,0
ClassC,RaceHorsesC,all,18,64,65.3,77.4,56.2,69.3,96.2,13,4,8,1,44,499,20,35,65.4,0.145,2,18,0
ClassC,RaceHorsesC,0,22,16,77.7,88.5,69.1,77.0,98.8,7,3,3,1,7,175,6,11,75.3,0.142,0,6,0
ClassC,RaceHorsesC,17,22,16,54.5,67.1,45.5,62.8,93.8,6,1,5,0,36,322,13,26,57.2,0.148,1,12,0
ClassC,RaceHorsesC,all,22,16,65.6,77.7,56.5,69.6,96.3,13,4,8,1,43,494,20,37,65.7,0.146,2,18,0
ClassC,RaceHorsesC,0,22,32,76.6,88.2,67.6,75.7,98.8,7,3,3,1,7,185,5,12,74.1,0.142,0,5,0
ClassC,RaceHorsesC,17,22,32,54.0,67.4,44.7,61.8,94.4,6,1,5,0,32,331,12,25,56.7,0.149,1,11,0
ClassC,RaceHorsesC,all,22,32,64.8,77.4,55.4,68.6,96.5,13,4,8,1,41,511,18,38,64.9,0.146,1,17,0
ClassC,RaceHorsesC,0,22,64,78.1,88.9,69.6,76.8,98.3,7,3,3,1,10,176,6,11,74.7,0.140,0,6,0
ClassC,RaceHorsesC,17,22,64,54.0,68.2,44.3,59.9,93.3,6,1,5,0,37,347,14,23,54.0,0.148,1,13,0
ClassC,RaceHorsesC,all,22,64,65.7,78.6,56.2,68.0,95.9,13,4,8,1,47,520,22,35,63.8,0.144,3,20,1
ClassC,RaceHorsesC,0,26,16,68.7,80.0,60.1,74.3,99.1,7,3,3,1,5,195,6,11,72.9,0.143,0,6,0
ClassC,RaceHorsesC,17,26,16,54.2,69.7,44.0,58.5,93.9,6,1,5,0,33,359,14,26,53.1,0.144,2,13,1
ClassC,RaceHorsesC,all,26,16,61.3,75.1,51.5,65.7,96.6,13,4,8,1,38,557,20,37,62.2,0.143,3,18,1
ClassC,RaceHorsesC,0,26,32,75.9,87.6,66.8,75.1,98.6,7,3,2,2,8,189,5,14,73.4,0.143,0,5,0
ClassC,RaceHorsesC,17,26,32,54.7,68.9,45.0,61.4,95.2,6,1,5,0,27,334,11,25,57.0,0.150,1,10,0
ClassC,RaceHorsesC,all,26,32,65.1,78.7,55.2,67.6,97.0,13,4,7,2,34,527,19,38,64.3,0.145,2,16,0
ClassC,RaceHorsesC,0,26,64,77.8,88.4,69.3,77.2,98.7,7,3,2,2,8,173,5,7,75.5,0.144,0,5,0
ClassC,RaceHorsesC,17,26,64,47.2,59.8,38.7,60.4,94.6,6,1,5,0,30,343,15,29,55.2,0.148,2,13,0
ClassC,RaceHorsesC,all,26,64,62.3,75.0,53.0,68.1,96.9,13,4,7,2,35,519,20,35,64.7,0.145,2,18,0
ClassC,RaceHorsesC,0,30,16,77.4,89.5,68.2,75.3,99.0,7,3,2,2,6,188,5,10,73.8,0.137,0,5,0
ClassC,RaceHorsesC,17,30,16,54.1,71.4,43.2,57.7,96.7,6,0,6,0,17,366,13,25,54.3,0.135,1,12,0
ClassC,RaceHorsesC,all,30,16,65.4,80.8,54.7,65.9,97.9,13,3,8,2,23,555,19,36,63.3,0.136,1,18,0
ClassC,RaceHorsesC,0,30,32,76.6,89.2,67.1,74.7,99.5,7,3,2,2,3,192,5,11,73.7,0.142,0,5,0
ClassC,RaceHorsesC,17,30,32,55.0,72.3,44.0,57.7,96.2,6,1,5,0,20,366,13,26,53.9,0.136,2,12,1
ClassC,RaceHorsesC,all,30,32,65.6,81.1,54.8,65.7,97.9,13,4,7,2,23,558,19,38,63.1,0.139,3,17,1
ClassC,RaceHorsesC,0,30,64,76.4,89.1,66.8,74.2,99.1,7,3,2,2,5,196,5,12,72.9,0.144,0,5,0
ClassC,RaceHorsesC,17,30,64,55.9,71.7,45.4,59.5,95.2,6,1,5,0,26,351,12,24,55.1,0.135,1,11,0
ClassC,RaceHorsesC,all,30,64,65.1,79.6,54.8,66.3,97.0,13,4,7,2,33,548,19,38,63.1,0.141,2,17,0
ClassC,RaceHorsesC,0,34,16,69.5,81.8,60.4,73.0,99.1,7,3,2,2,5,205,5,10,71.7,0.141,0,5,0
ClassC,RaceHorsesC,17,34,16,47.7,67.4,36.6,52.1,97.4,6,0,6,0,12,415,10,29,49.5,0.129,2,9,1
ClassC,RaceHorsesC,all,34,16,57.8,74.2,47.1,62.1,98.4,13,3,8,2,16,617,16,40,60.1,0.137,3,14,1
ClassC,RaceHorsesC,0,34,32,77.7,89.7,68.4,75.4,99.0,7,3,2,2,6,187,5,9,73.9,0.144,0,5,0
ClassC,RaceHorsesC,17,34,32,63.1,85.6,49.5,56.1,98.4,6,0,5,1,8,380,9,24,54.2,0.128,0,9,0
ClassC,RaceHorsesC,all,34,32,70.0,87.2,58.2,65.3,98.4,13,3,8,2,17,565,16,32,63.2,0.139,2,14,0
ClassC,RaceHorsesC,0,34,64,77.2,89.6,67.8,74.9,99.1,7,3,2,2,5,191,5,9,73.6,0.146,0,5,0
ClassC,RaceHorsesC,17,34,64,50.4,68.8,39.5,55.7,98.4,6,0,5,1,8,384,11,23,53.5,0.129,1,10,0
ClassC,RaceHorsesC,all,34,64,63.3,79.3,52.4,64.8,98.8,13,3,8,2,13,573,19,34,62.8,0.138,2,17,0
ClassC,RaceHorsesC,0,38,16,68.1,82.8,57.8,69.1,99.2,7,3,2,2,4,235,6,9,67.8,0.140,0,6,0
ClassC,RaceHorsesC,17,38,16,46.2,69.3,34.4,48.7,99.8,6,0,5,1,1,444,11,24,47.3,0.133,1,10,0
ClassC,RaceHorsesC,all,38,16,56.8,76.0,45.1,58.4,99.2,13,3,7,3,8,677,21,36,56.6,0.137,3,18,0
ClassC,RaceHorsesC,0,38,32,65.4,79.0,55.8,69.9,99.1,7,3,2,2,5,229,5,10,68.6,0.140,0,5,0
ClassC,RaceHorsesC,17,38,32,48.2,69.8,36.5,50.5,98.0,6,0,5,1,9,429,11,27,48.2,0.130,3,9,1
ClassC,RaceHorsesC,all,38,32,56.7,74.5,45.5,59.5,98.3,13,3,7,3,17,658,16,37,57.5,0.136,3,14,1
ClassC,RaceHorsesC,0,38,64,77.6,92.4,66.8,71.4,98.9,7,3,2,2,6,217,4,11,70.1,0.152,0,4,0
ClassC,RaceHorsesC,17,38,64,45.9,68.7,34.2,48.2,98.3,6,0,5,1,7,449,10,28,46.2,0.129,1,10,1
ClassC,RaceHorsesC,all,38,64,61.8,81.9,49.4,59.0,98.5,13,3,7,3,15,667,16,41,57.1,0.144,3,14,1
ClassD,BasketballPass,0,18,16,35.3,39.4,31.9,78.1,97.1,8,2,5,1,52,479,52,68,73.4,0.182,11,40,0
ClassD,BasketballPass,32,18,16,14.5,23.5,10.5,44.2,98.9,4,0,1,3,2,223,11,16,41.0,0.212,0,11,0
ClassD,BasketballPass,56,18,16,22.9,65.2,13.9,14.8,69.6,6,0,2,4,7,92,1,2,7.4,0.307,0,1,0
ClassD,BasketballPass,all,18,16,32.4,38.3,28.0,70.5,96.9,18,2,8,8,61,797,65,87,65.8,0.186,11,53,0
ClassD,BasketballPass,0,18,32,36.3,40.3,32.8,78.6,97.1,8,3,4,1,51,468,50,67,74.0,0.181,11,38,0
ClassD,BasketballPass,32,18,32,11.6,18.4,8.5,45.8,98.9,4,0,1,3,2,217,13,16,42.0,0.211,0,13,0
ClassD,BasketballPass,56,18,32,27.9,85.7,16.7,16.7,85.7,6,0,3,3,3,90,0,1,13.9,0.275,0,0,0
ClassD,BasketballPass,all,18,32,33.0,38.8,28.6,71.2,97.2,18,3,8,7,56,778,64,85,66.7,0.185,11,52,0
ClassD,BasketballPass,0,18,64,33.9,37.4,30.9,79.6,96.9,8,4,3,1,56,447,52,73,74.7,0.184,15,37,0
ClassD,BasketballPass,32,18,64,11.8,18.1,8.8,47.5,98.4,4,0,1,3,3,210,11,13,44.0,0.216,0,11,0
ClassD,BasketballPass,56,18,64,21.5,63.6,13.0,13.9,68.2,6,0,1,5,7,93,2,3,5.6,0.276,0,1,0
ClassD,BasketballPass,all,18,64,30.9,36.0,27.0,72.2,96.7,18,4,5,9,66,749,66,90,67.4,0.188,15,50,0
ClassD,BasketballPass,0,22,16,36.8,41.2,33.1,78.1,97.7,8,3,4,1,41,480,51,69,73.9,0.180,9,41,0
ClassD,BasketballPass,32,22,16,14.5,24.6,10.2,41.0,98.2,4,0,1,3,3,236,12,15,37.3,0.207,0,12,0
ClassD,BasketballPass,56,22,16,23.9,61.5,14.8,14.8,61.5,6,0,2,4,10,92,0,2,5.6,0.208,0,0,0
ClassD,BasketballPass,all,22,16,33.7,40.0,29.0,70.1,97.2,18,3,7,8,54,808,63,86,65.7,0.183,9,53,0
ClassD,BasketballPass,0,22,32,36.5,40.5,33.1,78.9,97.1,8,3,4,1,51,462,49,67,74.3,0.181,10,39,0
ClassD,BasketballPass,32,22,32,15.0,26.2,10.5,39.2,98.1,4,0,1,3,3,243,13,17,35.2,0.204,0,13,0
ClassD,BasketballPass,56,22,32,41.7,93.5,26.9,26.9,93.5,6,0,3,3,2,79,0,1,25.0,0.214,0,0,0
ClassD,BasketballPass,all,22,32,34.1,40.3,29.5,70.8,97.2,18,3,8,7,56,789,63,86,66.4,0.183,10,53,0
ClassD,BasketballPass,0,22,64,36.6,40.7,33.1,78.3,96.7,8,2,5,1,59,476,50,72,73.3,0.178,12,38,0
ClassD,BasketballPass,32,22,64,14.6,25.5,10.2,39.8,98.8,4,0,1,3,2,241,10,17,36.8,0.213,0,10,0
ClassD,BasketballPass,56,22,64,12.8,47.1,7.4,8.3,52.9,6,0,1,5,8,99,1,1,0.0,0.398,0,1,0
ClassD,BasketballPass,all,22,64,33.3,39.4,28.7,69.8,96.5,18,2,7,9,69,815,61,90,65.0,0.182,12,49,0
ClassD,BasketballPass,0,26,16,36.3,40.8,32.5,77.6,97.8,8,1,6,1,39,491,49,64,73.6,0.179,8,41,0
ClassD,BasketballPass,32,26,16,17.6,40.2,11.2,27.5,98.2,4,0,1,3,2,290,7,10,25.2,0.193,0,7,0
ClassD,BasketballPass,56,26,16,33.3,91.7,20.4,20.4,91.7,6,0,2,4,2,86,0,1,18.5,0.156,0,0,0
ClassD,BasketballPass,all,26,16,34.1,41.4,28.9,67.9,97.7,18,1,9,8,43,866,56,75,64.2,0.180,8,48,0
ClassD,BasketballPass,0,26,32,37.3,42.0,33.4,76.7,97.1,8,2,5,1,51,510,47,63,72.3,0.178,7,40,0
ClassD,BasketballPass,32,26,32,18.1,39.8,11.8,29.0,98.3,4,0,1,3,2,284,8,11,26.5,0.195,0,8,0
ClassD,BasketballPass,56,26,32,16.5,76.9,9.3,10.2,84.6,6,0,1,5,2,97,2,2,6.5,0.272,0,1,0
ClassD,BasketballPass,all,26,32,34.6,42.1,29.2,66.9,97.0,18,2,7,9,55,893,57,76,62.8,0.179,7,49,0
ClassD,BasketballPass,0,26,64,36.9,41.3,33.2,78.0,97.6,8,2,5,1,42,483,48,62,73.8,0.178,6,42,0
ClassD,BasketballPass,32,26,64,17.5,39.5,11.2,28.0,98.2,4,0,1,3,2,288,10,13,25.0,0.196,0,10,0
ClassD,BasketballPass,56,26,64,28.1,90.0,16.7,16.7,90.0,6,0,2,4,2,90,0,1,14.8,0.196,0,0,0
ClassD,BasketballPass,all,26,64,34.5,41.8,29.3,68.0,97.6,18,2,8,8,46,863,59,77,64.1,0.179,6,53,0
ClassD,BasketballPass,0,30,16,37.0,42.2,32.8,75.3,97.4,8,1,6,1,44,541,46,65,71.2,0.175,8,38,0
ClassD,BasketballPass,32,30,16,16.7,44.6,10.2,23.0,100.0,4,0,1,3,0,308,6,6,21.5,0.199,0,6,0
ClassD,BasketballPass,56,30,16,10.3,75.0,5.6,5.6,75.0,6,0,1,5,2,102,0,1,3.7,0.207,0,0,0
ClassD,BasketballPass,all,30,16,34.0,42.4,28.3,64.9,97.4,18,1,8,9,46,948,52,72,61.2,0.176,8,44,0
ClassD,BasketballPass,0,30,32,36.9,42.2,32.7,74.9,97.2,8,1,6,1,47,549,47,70,70.7,0.178,13,34,0
ClassD,BasketballPass,32,30,32,17.7,45.4,11.0,23.8,97.9,4,0,1,3,2,305,6,8,21.8,0.191,0,6,0
ClassD,BasketballPass,56,30,32,21.1,86.7,12.0,12.0,86.7,6,0,1,5,2,95,0,1,10.2,0.224,0,0,0
ClassD,BasketballPass,all,30,32,34.3,42.6,28.6,64.9,97.2,18,1,8,9,51,946,53,79,61.1,0.179,13,40,0
ClassD,BasketballPass,0,30,64,36.0,40.6,32.3,77.0,97.3,8,2,5,1,46,503,46,62,72.8,0.177,9,37,0
ClassD,BasketballPass,32,30,64,14.4,40.2,8.8,21.8,100.0,4,0,1,3,0,313,6,8,20.2,0.193,0,6,0
ClassD,BasketballPass,56,30,64,5.4,100.0,2.8,2.8,100.0,6,0,0,6,0,105,0,0,2.8,0.328,0,0,0
ClassD,BasketballPass,all,30,64,33.0,40.7,27.6,65.8,97.5,18,2,6,10,46,922,53,71,62.2,0.178,9,44,0
ClassD,BasketballPass,0,34,16,36.8,43.0,32.0,72.6,97.9,8,1,6,1,34,601,42,55,69.1,0.178,5,38,1
ClassD,BasketballPass,32,34,16,15.7,52.9,9.2,17.5,100.0,4,0,0,4,0,330,3,4,16.8,0.211,0,3,0
ClassD,BasketballPass,56,34,16,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0
ClassD,BasketballPass,all,34,16,33.6,43.4,27.4,61.5,98.0,18,1,6,11,34,1039,45,59,58.6,0.179,5,41,1
ClassD,BasketballPass,0,34,32,38.0,44.6,33.0,71.9,97.6,8,1,6,1,38,616,45,64,68.1,0.178,3,42,0
ClassD,BasketballPass,32,34,32,18.7,62.0,11.0,17.2,97.2,4,0,0,4,2,331,3,4,16.0,0.210,0,3,0
ClassD,BasketballPass,56,34,32,0.0,0.0,0.0,0.0,0.0,6,0,0,6,1,108,0,0,-0.9,nan,0,0,0
ClassD,BasketballPass,all,34,32,35.0,45.3,28.4,60.9,97.6,18,1,6,11,41,1055,48,68,57.6,0.179,3,45,0
ClassD,BasketballPass,0,34,64,35.8,41.8,31.2,72.5,97.7,8,1,6,1,37,602,46,61,68.7,0.180,6,41,1
ClassD,BasketballPass,32,34,64,18.3,70.0,10.5,15.0,100.0,4,0,0,4,0,340,3,4,14.2,0.207,0,3,0
ClassD,BasketballPass,56,34,64,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0
ClassD,BasketballPass,all,34,64,33.1,42.8,26.9,61.1,97.8,18,1,6,11,37,1050,49,65,57.9,0.181,6,44,1
ClassD,BasketballPass,0,38,16,32.9,40.5,27.6,66.1,97.8,8,1,6,1,33,743,46,57,62.5,0.192,5,41,0
ClassD,BasketballPass,32,38,16,15.5,87.2,8.5,9.8,100.0,4,0,0,4,0,361,1,2,9.5,0.179,0,1,0
ClassD,BasketballPass,56,38,16,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0
ClassD,BasketballPass,all,38,16,30.2,41.7,23.6,55.1,97.8,18,1,6,11,33,1211,47,59,52.2,0.192,5,42,0
ClassD,BasketballPass,0,38,32,35.6,44.3,29.6,65.0,97.9,8,1,6,1,30,766,43,57,61.7,0.191,3,40,0
ClassD,BasketballPass,32,38,32,12.9,82.4,7.0,8.5,100.0,4,0,0,4,0,366,1,1,8.3,0.207,0,1,0
ClassD,BasketballPass,56,38,32,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0
ClassD,BasketballPass,all,38,32,32.3,45.2,25.1,54.1,98.0,18,1,6,11,30,1240,44,58,51.3,0.192,3,41,0
ClassD,BasketballPass,0,38,64,35.0,42.9,29.4,66.6,97.7,8,1,6,1,35,732,41,61,63.1,0.190,3,37,0
ClassD,BasketballPass,32,38,64,13.8,83.3,7.5,9.0,100.0,4,0,0,4,0,364,1,3,8.8,0.183,0,1,0
ClassD,BasketballPass,56,38,64,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0
